"Name","Sex","Age","Height","Weight","Team","Year","Sport","Medal","BMI"
"Vladimir Ivanovich Akimov","M",27,184,80,"Soviet Union",1980,"Water Polo","Gold",23.6294896030246
"Morolake Akinosun","F",22,163,61,"United States",2016,"Athletics","Gold",22.9590876585494
"Foluke Antinuke Akinradewo","F",24,191,79,"United States",2012,"Volleyball","Silver",21.655108138483
"Foluke Antinuke Akinradewo","F",28,191,79,"United States",2016,"Volleyball","Bronze",21.655108138483
"Khadzhimurat Magomedovich Akkayev","M",19,178,105,"Russia",2004,"Weightlifting","Silver",33.1397550814291
"Khadzhimurat Magomedovich Akkayev","M",23,178,105,"Russia",2008,"Weightlifting","Bronze",33.1397550814291
"Marina Dazmirovna Akobiya","F",25,165,57,"Russia",2000,"Water Polo","Bronze",20.9366391184573
"Artur Vladimirovich Akoyev","M",26,NA,109,"Unified Team",1992,"Weightlifting","Silver",NA
"Daniel Akpeyi","M",30,187,80,"Nigeria",2016,"Football","Bronze",22.8774057021934
"Monica Aksamit","F",26,183,74,"United States",2016,"Fencing","Bronze",22.096807907074
"Liudmyla Vasylivna Aksenova (Shapovalova-)","F",29,165,58,"Soviet Union",1976,"Athletics","Bronze",21.3039485766759
"Aleksandr Timofeyevich Aksinin","M",21,173,67,"Soviet Union",1976,"Athletics","Bronze",22.3863142771225
"Aleksandr Timofeyevich Aksinin","M",25,173,67,"Soviet Union",1980,"Athletics","Gold",22.3863142771225
"Nikolay Aleksandrovich Aksyonov","M",26,201,100,"Russia",1996,"Rowing","Bronze",24.751862577659
"Irina Anatolyevna Aksyonova","F",17,174,62,"Soviet Union",1980,"Swimming","Bronze",20.4782666138195
"Vladyslav Ivanovych Akymenko","M",23,192,88,"Soviet Union",1976,"Sailing","Silver",23.8715277777778
"Naser Al Shami","M",22,187,81,"Syria",2004,"Boxing","Bronze",23.1633732734708
"Nasser Salih Nasser Abdullah Al-Attiya","M",41,178,82,"Qatar",2012,"Shooting","Bronze",25.8805706350208
"Fehaid Al-Deehani","M",33,178,95,"Kuwait",2000,"Shooting","Bronze",29.9835879308168
"Fehaid Al-Deehani","M",45,178,95,"Kuwait",2012,"Shooting","Bronze",29.9835879308168
"Fehaid Al-Deehani","M",49,178,95,"Individual Olympic Athletes",2016,"Shooting","Gold",29.9835879308168
"Ramzy Al-Duhami","M",40,162,70,"Saudi Arabia",2012,"Equestrianism","Bronze",26.6727632982777
"Khaled Al-Eid","M",31,175,57,"Saudi Arabia",2000,"Equestrianism","Bronze",18.6122448979592
"Abdul Rashid Al-Hasan","M",25,170,63,"Pakistan",1984,"Hockey","Gold",21.7993079584775
"Ahmed bin Hasher Al-Maktoum","M",40,175,67,"United Arab Emirates",2004,"Shooting","Gold",21.8775510204082
"Abdullah Al-Rashidi","M",52,183,83,"Individual Olympic Athletes",2016,"Shooting","Bronze",24.7842575173938
"Prince Abdullah Bin Moteb Al-Saud","M",27,178,69,"Saudi Arabia",2012,"Equestrianism","Bronze",21.7775533392248
"Hadi Soua'an Al-Somaily Jaadan","M",23,191,72,"Saudi Arabia",2000,"Athletics","Silver",19.7363010882377
"Marina Alabau Neira","F",26,164,55,"Spain",2012,"Sailing","Gold",20.4491374182035
"Armenak Alachachyan","M",33,176,74,"Soviet Union",1964,"Basketball","Silver",23.8894628099174
"Arsen Shakhlamazovich Alakhverdiyev","M",23,154,52,"Soviet Union",1972,"Wrestling","Silver",21.9261258222297
"Noor Alam","M",30,172,73,"Pakistan",1960,"Hockey","Gold",24.6755002704164
"Vladan Alanovi","M",25,190,81,"Croatia",1992,"Basketball","Silver",22.4376731301939
"Mika Antero Alatalo","M",22,182,85,"Finland",1994,"Ice Hockey","Bronze",25.6611520347784
"Toimi Johannes Alatalo","M",30,174,67,"Finland",1960,"Cross Country Skiing","Gold",22.1297397278372
"Fabio Albarelli","M",25,179,80,"Italy",1968,"Sailing","Bronze",24.9680097375238
"Marco Albarello","M",31,187,84,"Italy",1992,"Cross Country Skiing","Silver",24.021275987303
"Marco Albarello","M",31,187,84,"Italy",1992,"Cross Country Skiing","Silver",24.021275987303
"Marco Albarello","M",33,187,84,"Italy",1994,"Cross Country Skiing","Bronze",24.021275987303
"Marco Albarello","M",33,187,84,"Italy",1994,"Cross Country Skiing","Gold",24.021275987303
"Marco Albarello","M",37,187,84,"Italy",1998,"Cross Country Skiing","Silver",24.021275987303
"Ruslan Vladimirovich Albegov","M",24,192,156,"Russia",2012,"Weightlifting","Bronze",42.3177083333333
"David Albelda Aliqus","M",23,182,75,"Spain",2000,"Football","Silver",22.6421929718633
"Reinhard Alber","M",20,184,75,"West Germany",1984,"Cycling","Bronze",22.1526465028355
"Alberto Alberani Samaritani","M",29,192,82,"Italy",1976,"Water Polo","Silver",22.2439236111111
"Flrin Albert","M",18,182,75,"Hungary",1960,"Football","Bronze",22.6421929718633
"Nely Carla Alberto Francisca","F",29,179,90,"Spain",2012,"Handball","Bronze",28.0890109547143
"Abramo Albini","M",20,180,83,"Italy",1968,"Rowing","Bronze",25.6172839506173
"Islam-Beka Said-Tsilimovich Albiyev","M",19,165,66,"Russia",2008,"Wrestling","Gold",24.2424242424242
"Sylvia Albrecht (-Heckendorf)","F",17,165,57,"East Germany",1980,"Speed Skating","Bronze",20.9366391184573
"Brigitte Albrecht-Loretan","F",31,175,64,"Switzerland",2002,"Cross Country Skiing","Bronze",20.8979591836735
"John Robert Albrechtson","M",39,181,67,"Sweden",1976,"Sailing","Gold",20.451146179909
"Anatoly Mikhaylovich Albul","M",24,181,87,"Soviet Union",1960,"Wrestling","Bronze",26.5559659351058
"Aldair Nascimento dos Santos","M",30,183,76,"Brazil",1996,"Football","Bronze",22.6940189315895
"Andrs Aldama Cabrera","M",20,183,63,"Cuba",1976,"Boxing","Silver",18.8121472722386
"Andrs Aldama Cabrera","M",24,183,63,"Cuba",1980,"Boxing","Gold",18.8121472722386
"David Alegre Biosca","M",23,184,75,"Spain",2008,"Hockey","Silver",22.1526465028355
"Ramn Alegre Biosca","M",27,171,71,"Spain",2008,"Hockey","Silver",24.2809753428405
"Jo Qesem Ayela Aleh","F",26,171,58,"New Zealand",2012,"Sailing","Gold",19.8351629561233
"Jo Qesem Ayela Aleh","F",30,171,58,"New Zealand",2016,"Sailing","Silver",19.8351629561233
"Virgilijus Alekna","M",28,200,130,"Lithuania",2000,"Athletics","Gold",32.5
"Virgilijus Alekna","M",32,200,130,"Lithuania",2004,"Athletics","Gold",32.5
"Virgilijus Alekna","M",36,200,130,"Lithuania",2008,"Athletics","Bronze",32.5
"Boris Viktorovich Aleksandrov","M",20,168,69,"Soviet Union",1976,"Ice Hockey","Gold",24.4472789115646
"Rumen Aleksandrov","M",20,176,89,"Bulgaria",1980,"Weightlifting","Silver",28.7319214876033
"Veniamin Veniaminovich Aleksandrov","M",22,180,81,"Soviet Union",1960,"Ice Hockey","Bronze",25
"Veniamin Veniaminovich Aleksandrov","M",26,180,81,"Soviet Union",1964,"Ice Hockey","Gold",25
"Veniamin Veniaminovich Aleksandrov","M",30,180,81,"Soviet Union",1968,"Ice Hockey","Gold",25
"Vladimir Petrovich Aleksandrov","M",26,178,89,"Soviet Union-2",1984,"Bobsleigh","Bronze",28.0898876404494
"Larisa Aleksandrova-Popova","F",19,180,83,"Soviet Union",1976,"Rowing","Silver",25.6172839506173
"Larisa Aleksandrova-Popova","F",23,180,83,"Soviet Union",1980,"Rowing","Gold",25.6172839506173
"Artur Aleksanyan","M",20,190,98,"Armenia",2012,"Wrestling","Bronze",27.1468144044321
"Artur Aleksanyan","M",24,190,98,"Armenia",2016,"Wrestling","Gold",27.1468144044321
"Vasily Ivanovich Alekseyev","M",30,185,160,"Soviet Union",1972,"Weightlifting","Gold",46.7494521548576
"Vasily Ivanovich Alekseyev","M",34,185,160,"Soviet Union",1976,"Weightlifting","Gold",46.7494521548576
"Galina Aleksandrovna Alekseyeva","F",17,157,50,"Soviet Union",1964,"Diving","Bronze",20.2847985719502
"Milan Aleksi","M",26,193,96,"Serbia",2012,"Water Polo","Bronze",25.7725039598378
"Milan Aleksi","M",30,193,96,"Serbia",2016,"Water Polo","Gold",25.7725039598378
"Alessandra dos Santos de Oliveira","F",22,200,85,"Brazil",1996,"Basketball","Silver",21.25
"Alessandra dos Santos de Oliveira","F",26,200,85,"Brazil",2000,"Basketball","Bronze",21.25
"Alex Sandro Lobo Silva","M",21,177,60,"Brazil",2012,"Football","Silver",19.1515847936417
"Lisa Alexander","F",27,172,58,"Canada",1996,"Synchronized Swimming","Silver",19.6051919956733
"Michael O'Donel Bjarne Alexander","M",24,188,74,"Great Britain",1960,"Fencing","Silver",20.9370755998189
"Buffy-Lynne Alexander-Williams","F",23,170,69,"Canada",2000,"Rowing","Bronze",23.8754325259516
"Marc Robert Alexandre","M",24,170,73,"France",1984,"Judo","Bronze",25.2595155709343
"Marc Robert Alexandre","M",28,170,73,"France",1988,"Judo","Gold",25.2595155709343
"Alexandre ""Alexandre Pato"" Rodrigues da Silva","M",18,179,71,"Brazil",2008,"Football","Bronze",22.1591086420524
"Alexandre ""Alexandre Pato"" Rodrigues da Silva","M",22,179,71,"Brazil",2012,"Football","Silver",22.1591086420524
"Constantin Alexandru","M",26,157,52,"Romania",1980,"Wrestling","Silver",21.0961905148282
"Ion Alexe","M",26,189,81,"Romania",1972,"Boxing","Silver",22.6757369614512
"Vladimir Petrovich Aleynik","M",23,184,74,"Soviet Union",1976,"Diving","Bronze",21.8572778827977
"Vladimir Petrovich Aleynik","M",27,184,74,"Soviet Union",1980,"Diving","Silver",21.8572778827977
"Yevgeny Vasilyevich Aleynikov","M",33,181,88,"Russia",2000,"Shooting","Bronze",26.8612069228656
"Abdoul Razak Issoufou Alfaga","M",21,207,90,"Niger",2016,"Taekwondo","Silver",21.0039907582441
"Lidiya Nikolayevna Alfeyeva","F",30,170,62,"Soviet Union",1976,"Athletics","Bronze",21.4532871972318
"Alfonso Prez Muoz","M",19,178,69,"Spain",1992,"Football","Gold",21.7775533392248
"Stephen Todd ""Steve"" Alford","M",19,185,74,"United States",1984,"Basketball","Gold",21.6216216216216
"Hans Daniel Alfredsson","M",33,182,92,"Sweden",2006,"Ice Hockey","Gold",27.774423378819
"Hans Daniel Alfredsson","M",41,182,92,"Sweden",2014,"Ice Hockey","Silver",27.774423378819
"Zenny ""Algodo"" de Azevedo","M",35,183,77,"Brazil",1960,"Basketball","Bronze",22.9926244438472
"Ulf Hkan Gran Algotsson","M",27,178,77,"Sweden",1994,"Ice Hockey","Gold",24.3024870597147
"Sara Anneli Algotsson Ostholt","F",37,163,56,"Sweden",2012,"Equestrianism","Silver",21.0771952275208
"Nasir Ali","M",25,176,69,"Pakistan",1984,"Hockey","Gold",22.2753099173554
"Nia Sifaatihii Ali","F",27,170,65,"United States",2016,"Athletics","Silver",22.4913494809689
"Syed Mushtaq Ali","M",22,165,61,"India",1964,"Hockey","Gold",22.4058769513315
"Rahim Aliabadi","M",29,158,48,"Iran",1972,"Wrestling","Silver",19.2276878705336
"Sergey Gennadyevich Alifirenko","M",41,168,72,"Russia",2000,"Shooting","Gold",25.5102040816327
"Sergey Gennadyevich Alifirenko","M",45,168,72,"Russia",2004,"Shooting","Bronze",25.5102040816327
"Vladimir Aleksandrovich Alikin","M",22,NA,NA,"Soviet Union",1980,"Biathlon","Silver",NA
"Vladimir Aleksandrovich Alikin","M",22,NA,NA,"Soviet Union",1980,"Biathlon","Gold",NA
"Mirko Alilovi","M",26,200,110,"Croatia",2012,"Handball","Bronze",27.5
"Aline Pellegrino","F",22,180,71,"Brazil",2004,"Football","Silver",21.9135802469136
"Aleksey Aleksandrovich Alipov","M",29,175,80,"Russia",2004,"Shooting","Gold",26.1224489795918
"Aleksey Aleksandrovich Alipov","M",32,175,80,"Russia",2008,"Shooting","Bronze",26.1224489795918
"Alison Conte Cerutti","M",26,203,106,"Brazil-1",2012,"Beach Volleyball","Silver",25.7225363391492
"Alison Conte Cerutti","M",30,203,106,"Brazil-1",2016,"Beach Volleyball","Gold",25.7225363391492
"Deji Aliu","M",28,187,75,"Nigeria",2004,"Athletics","Bronze",21.4475678458063
"Margarita Sergeyevna Aliychuk","F",17,174,48,"Russia",2008,"Rhythmic Gymnastics","Gold",15.85414189457
"Kimia Alizadeh Zenoorin","F",18,185,57,"Iran",2016,"Taekwondo","Bronze",16.654492330168
"Yuliya Yakunovna Allagulova","F",19,176,54,"Unified Team",1992,"Short Track Speed Skating","Bronze",17.4328512396694
"Mohamed Allalou","M",26,174,63,"Algeria",2000,"Boxing","Bronze",20.8085612366231
"Peter Frank Allam","M",25,193,93,"Great Britain",1984,"Sailing","Bronze",24.9671132110929
"Olivier Allamand","M",22,175,72,"France",1992,"Freestyle Skiing","Silver",23.5102040816327
"Alister Millar Allan","M",40,162,68,"Great Britain",1984,"Shooting","Bronze",25.9106843468983
"Alister Millar Allan","M",44,162,68,"Great Britain",1988,"Shooting","Silver",25.9106843468983
"William Charles ""Bill"" Allen","M",24,188,95,"United States",1972,"Sailing","Gold",26.8786781349027
"John Chad Allen","M",21,185,86,"United States",1996,"Baseball","Bronze",25.1278305332359
"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)","F",34,163,53,"Austria",2004,"Triathlon","Gold",19.9480597689036
"Kate Ruth ""Katie"" Allen","F",26,170,65,"Australia",2000,"Hockey","Gold",22.4913494809689
"Nathon Allen","M",20,178,NA,"Jamaica",2016,"Athletics","Silver",NA
"Walter Ray Allen","M",25,192,93,"United States",2000,"Basketball","Gold",25.2278645833333
"Scott Ethan ""Scotty"" Allen","M",14,163,69,"United States",1964,"Figure Skating","Bronze",25.9701155481953
"Wyatt Allen","M",25,193,98,"United States",2004,"Rowing","Gold",26.3094311256678
"Wyatt Allen","M",29,193,98,"United States",2008,"Rowing","Bronze",26.3094311256678
"Sandra Louise ""Sandy"" Allen-Lewis","F",21,170,59,"Australia",2000,"Softball","Bronze",20.4152249134948
"Sandra Louise ""Sandy"" Allen-Lewis","F",25,170,59,"Australia",2004,"Softball","Silver",20.4152249134948
"Sandra Louise ""Sandy"" Allen-Lewis","F",29,170,59,"Australia",2008,"Softball","Bronze",20.4152249134948
"Katherine Fiona ""Kate"" Allenby","F",26,177,72,"Great Britain",2000,"Modern Pentathlon","Bronze",22.98190175237
"Ade Franci Alleyne-Forte","M",23,180,73,"Trinidad and Tobago",2012,"Athletics","Bronze",22.5308641975309
"Derek Swithin Allhusen","M",54,180,71,"Great Britain",1968,"Equestrianism","Silver",21.9135802469136
"Derek Swithin Allhusen","M",54,180,71,"Great Britain",1968,"Equestrianism","Gold",21.9135802469136
"Lynne Marie Allsup (-Olson)","F",15,163,59,"United States",1964,"Swimming","Gold",22.206330686138
"Carmela Allucci","F",34,167,60,"Italy",2004,"Water Polo","Gold",21.5138585105239
"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)","F",29,170,69,"Sweden",2002,"Ice Hockey","Bronze",23.8754325259516
"Aleksandr Davletovich Almetov","M",20,178,83,"Soviet Union",1960,"Ice Hockey","Bronze",26.1961873500821
"Aleksandr Davletovich Almetov","M",24,178,83,"Soviet Union",1964,"Ice Hockey","Gold",26.1961873500821
"Matas Jess Almeyda","M",22,173,70,"Argentina",1996,"Football","Silver",23.3886865581877
"Nicolas Alnoudji","M",20,180,80,"Cameroon",2000,"Football","Gold",24.6913580246914
"Alosio Pires Alves","M",25,182,74,"Brazil",1988,"Football","Silver",22.3402970655718
"Jessica Alonso Bernardo","F",28,172,65,"Spain",2012,"Handball","Bronze",21.9713358572201
"Mikhail Surenovich ""Misha"" Aloyan","M",23,164,52,"Russia",2012,"Boxing","Bronze",19.3337299226651
"Glory Alozie Oluchi","F",22,155,51,"Nigeria",2000,"Athletics","Silver",21.2278876170656
"Thomas Alsgaard (Alsgrd-)","M",22,190,82,"Norway",1994,"Cross Country Skiing","Gold",22.7146814404432
"Thomas Alsgaard (Alsgrd-)","M",22,190,82,"Norway",1994,"Cross Country Skiing","Silver",22.7146814404432
"Thomas Alsgaard (Alsgrd-)","M",26,190,82,"Norway",1998,"Cross Country Skiing","Gold",22.7146814404432
"Thomas Alsgaard (Alsgrd-)","M",26,190,82,"Norway",1998,"Cross Country Skiing","Gold",22.7146814404432
"Thomas Alsgaard (Alsgrd-)","M",30,190,82,"Norway",2002,"Cross Country Skiing","Gold",22.7146814404432
"Thomas Alsgaard (Alsgrd-)","M",30,190,82,"Norway",2002,"Cross Country Skiing","Gold",22.7146814404432
"Malin Therse Alshammar","F",23,180,64,"Sweden",2000,"Swimming","Silver",19.7530864197531
"Malin Therse Alshammar","F",23,180,64,"Sweden",2000,"Swimming","Silver",19.7530864197531
"Malin Therse Alshammar","F",23,180,64,"Sweden",2000,"Swimming","Bronze",19.7530864197531
"Andrey Igorevich Alshan","M",28,181,78,"Soviet Union",1988,"Fencing","Silver",23.8087970452672
"Ida Alstad","F",27,172,60,"Norway",2012,"Handball","Gold",20.2812330989724
"Ida Alstad","F",31,172,60,"Norway",2016,"Handball","Bronze",20.2812330989724
"Lutz Altepost","M",26,193,92,"Germany",2008,"Canoeing","Bronze",24.6986496281779
"Ingeburg ""Inge"" Althoff-Schwerzmann","F",25,180,72,"Germany",1992,"Rowing","Silver",22.2222222222222
"Livia Altmann","F",19,165,64,"Switzerland",2014,"Ice Hockey","Bronze",23.5078053259871
"Cristin Andrs lvarez Valenzuela","M",20,173,62,"Chile",2000,"Football","Bronze",20.7156938086805
"Eduardo C. ""Eddy"" Alvarez","M",24,175,72,"United States",2014,"Short Track Speed Skating","Silver",23.5102040816327
"Jos Miguel lvarez Pozo","M",22,198,97,"Cuba",1972,"Basketball","Bronze",24.7423732272217
"Lzaro Jorge lvarez Estrada","M",21,173,60,"Cuba",2012,"Boxing","Bronze",20.0474456213038
"Lzaro Jorge lvarez Estrada","M",25,173,60,"Cuba",2016,"Boxing","Bronze",20.0474456213038
"Yuri Alvear Orjuela","F",26,176,70,"Colombia",2012,"Judo","Bronze",22.5981404958678
"Yuri Alvear Orjuela","F",30,176,70,"Colombia",2016,"Judo","Silver",22.5981404958678
"Thiago Soares Alves","M",25,194,88,"Brazil",2012,"Volleyball","Silver",23.3818684238495
"Mohamed Aly Reda","M",29,190,91,"Egypt",2004,"Boxing","Silver",25.207756232687
"Anatoly Nikolayevich Alyabyev","M",28,NA,NA,"Soviet Union",1980,"Biathlon","Bronze",NA
"Anatoly Nikolayevich Alyabyev","M",28,NA,NA,"Soviet Union",1980,"Biathlon","Gold",NA
"Anatoly Nikolayevich Alyabyev","M",28,NA,NA,"Soviet Union",1980,"Biathlon","Gold",NA
"Nikolay Aleksandrovich Alyokhin","M",25,NA,NA,"Soviet Union",1980,"Fencing","Gold",NA
"Maksim Nikolayevich Alyoshin","M",21,166,63,"Russia",2000,"Gymnastics","Bronze",22.8625344752504
"Ivan Vladimirovich Alypov","M",23,169,60,"Russia",2006,"Cross Country Skiing","Bronze",21.0076677987465
"Mamood Amadu","M",19,NA,NA,"Ghana",1992,"Football","Bronze",NA
"Simona Amnar (-Tabr)","F",16,158,44,"Romania",1996,"Gymnastics","Bronze",17.6253805479891
"Simona Amnar (-Tabr)","F",16,158,44,"Romania",1996,"Gymnastics","Bronze",17.6253805479891
"Simona Amnar (-Tabr)","F",16,158,44,"Romania",1996,"Gymnastics","Silver",17.6253805479891
"Simona Amnar (-Tabr)","F",16,158,44,"Romania",1996,"Gymnastics","Gold",17.6253805479891
"Simona Amnar (-Tabr)","F",20,158,44,"Romania",2000,"Gymnastics","Gold",17.6253805479891
"Simona Amnar (-Tabr)","F",20,158,44,"Romania",2000,"Gymnastics","Gold",17.6253805479891
"Simona Amnar (-Tabr)","F",20,158,44,"Romania",2000,"Gymnastics","Bronze",17.6253805479891
"Frank Amankwah","M",20,NA,NA,"Ghana",1992,"Football","Bronze",NA
"Ingrda Amantova","F",19,170,69,"Soviet Union",1980,"Luge","Bronze",23.8754325259516
"Alexandre ""Amaral"" da Silva Mariano","M",23,170,67,"Brazil",1996,"Football","Bronze",23.1833910034602
"Catello Amarante","M",24,177,73,"Italy",2004,"Rowing","Bronze",23.301094832264
"Prince Amartey","M",28,177,75,"Ghana",1972,"Boxing","Bronze",23.9394809920521
"Jaime Santiago Amat Durn","M",26,168,73,"Spain",1996,"Hockey","Silver",25.8645124716553
"Jean-Pierre Bernard Andr Amat","M",34,175,74,"France",1996,"Shooting","Bronze",24.1632653061224
"Jean-Pierre Bernard Andr Amat","M",34,175,74,"France",1996,"Shooting","Gold",24.1632653061224
"Juan Amat Fontanals","M",34,193,80,"Spain",1980,"Hockey","Silver",21.4770866331982
"Pedro Amat Fontanals","M",20,183,67,"Spain",1960,"Hockey","Bronze",20.0065693212697
"Pablo ""Pol"" Amat Escud","M",18,183,78,"Spain",1996,"Hockey","Silver",23.291229956105
"Pablo ""Pol"" Amat Escud","M",30,183,78,"Spain",2008,"Hockey","Silver",23.291229956105
"Serena Bibiana Amato","F",26,170,63,"Argentina",2000,"Sailing","Bronze",21.7993079584775
"Amauri Ribeiro","M",25,198,87,"Brazil",1984,"Volleyball","Silver",22.191613100704
"Amauri Ribeiro","M",33,198,87,"Brazil",1992,"Volleyball","Gold",22.191613100704
"Amaury Antnio Pasos","M",24,190,90,"Brazil",1960,"Basketball","Bronze",24.9307479224377
"Amaury Antnio Pasos","M",28,190,90,"Brazil",1964,"Basketball","Bronze",24.9307479224377
"Jos Emilio Amavisca Grate","M",21,182,68,"Spain",1992,"Football","Gold",20.5289216278227
"Ivn Amaya Carazo","M",22,188,85,"Spain",2000,"Football","Silver",24.0493435943866
"Amedeo Ambron","M",21,174,77,"Italy",1960,"Water Polo","Gold",25.4326859558726
"Efetobore ""Efe"" Ambrose Emuobo","M",19,187,70,"Nigeria",2008,"Football","Silver",20.0177299894192
